Timestamp,PPG_Crudo,PPG_Filtrado,GSR_Crudo,BPM,Ratio_ba,Aging_Index,SCL
18:46:33.672,-109577.0,,2222.0,,,,
18:46:33.676,-109583.0,,155.0,,,,
18:46:33.676,-109619.0,,300.0,,,,
18:46:33.676,-109617.0,,1069.0,,,,
18:46:33.676,-109641.0,,2234.0,,,,
18:46:33.692,-109665.0,,158.0,,,,
18:46:33.692,-109667.0,,297.0,,,,
18:46:33.692,-109696.0,,1080.0,,,,
18:46:33.708,-109706.0,,2012.0,,,,
18:46:33.708,-109736.0,,187.0,,,,
18:46:33.708,-109742.0,,317.0,,,,
18:46:33.708,-109740.0,,1562.0,,,,
18:46:33.725,-109760.0,,2008.0,,,,
18:46:33.725,-109798.0,,184.0,,,,
18:46:33.725,-109816.0,,318.0,,,,
18:46:33.739,-109829.0,,1564.0,,,,
18:46:33.739,-109828.0,,2012.0,,,,
18:46:33.739,-109894.0,,186.0,,,,
18:46:33.755,-109901.0,,319.0,,,,
18:46:33.755,-109932.0,,1575.0,,,,
18:46:33.755,-109947.0,,1998.0,,,,
18:46:33.771,-109991.0,,184.0,,,,
18:46:33.771,-110018.0,,327.0,,,,
